OBJECTID,ZO_ZONE,ZO_ORDINANCE,ZO_SPEC_CODE,ZO_PROJ_NUM,ZO_UPDATE_NUM,ZO_ZONE_DATE,ZO_ZONE_ORD,ZO_MAINT_TASK_ID,ZO_GIS_START_DATE,ZO_GIS_END_DATE,ZO_UPD_DATE,SHAPE_Length,SHAPE_Area,NEW_ID,ZD_ZONE_NAME,ZD_ZONE_DESC,agstype
75,IP,2023,NONE,ZMAP-2019-0016,,2022/07/19 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4506.35086,907957.8781,75,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
76,AR1,2023,NV,NO VALUE,NO VALUE,1900/01/02 05:00:00+00,AR1  2023,2022_0026,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,829.5772129,31652.55105,76,Agricultural Rural - 1,Rural business and residential uses: Base Density: 1.0 dwelling unit per 20 acres; Principal/Subordinate Subdivision: 1.0 dwelling unit per 10 acres; Cluster Subdivision: 1.0 dwelling unit per 5 acres,AR1
77,IP,2023,28,ZRTD-2021-0008,,2022/07/13 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2723.427269,332843.1933,77,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
78,R24,2023,NONE,ZMAP-2020-0014,,2022/06/21 04:00:00+00,R4  2023,2022_0023,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3519.286302,302007.4432,78,Multifamily Residential-24,"Multifamily residences at a maximum density of 24 dwelling units per acre, 28.8 dwelling units per acre with ADU. Served by public water and sewer. In areas designated for infill development.",R24
79,R4,2023,NONE,ZMAP-2020-0004,,2022/06/07 04:00:00+00,R4  2023,2022_0021,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8448.818489,3777057.69,79,Single Family Residential-4,"Moderate density single family detached development with a maximum density of 1 unit per 10,000 square feet, 4.8 units per acre with ADU. Served by public water and sewer. Cluster, suburban, and traditional design and compact cluster options.",R4
80,IP,2023,28,ZRTD-2021-0006,,2022/04/19 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2624.592926,418562.8389,80,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
81,R24,2023,NV,ZMAP-2016-0011,,2022/04/19 04:00:00+00,R4  2023,2022_0017,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5462.269896,676999.3937,81,Multifamily Residential-24,"Multifamily residences at a maximum density of 24 dwelling units per acre, 28.8 dwelling units per acre with ADU. Served by public water and sewer. In areas designated for infill development.",R24
82,CCSC,2023,NV,ZMAP-2016-0011,,2022/04/19 04:00:00+00,CCSC 2023,2022_0017,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3270.825116,586321.7908,82,Commercial Center - Small Regional Center,"Small regional centers to meet shopping needs of a communitymore than a 10 minute drive from the center. Minimum of 18 acres, maximum of 60 acres. Controlled access to a major collector.",CCSC
83,R8,2023,NV,ZMAP-2021-0001,,2022/04/19 04:00:00+00,R8  2023,2022_0016,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1267.892393,84344.28291,83,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
84,IP,2023,28,ZRTD-2021-0005,,2022/04/05 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3364.107047,615702.1666,84,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
85,IP,2023,NV,ZRTD-2021-0004,,2022/04/05 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2881.60055,480974.8142,85,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
86,R8,2023,NONE,ZMAP-2021-0015,,2022/03/15 04:00:00+00,R8  2023,2022_0009,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1798.364937,187414.8381,86,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
87,IP,2023,NONE,ZMAP-2020-0015,,2022/03/15 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,8291.038213,1734375.785,87,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
88,PDSA,2023,NONE,ZMAP-2019-0014,,2022/03/15 04:00:00+00,PDSA  2023,2022_0007,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3263.287563,485619.2372,88,Planned Development-Special Activity,"A district established to accommodate uses which require sizable land area that may require functional separation from normal residential, commercial, or industrial development (e.g. airports, zoos, stadiums, etc.).",PDSA
89,GI,2023,NV,ZRTD-2021-0007,,2022/03/09 05:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1160.847761,87665.18994,89,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
90,GI,2023,NV,ZMAP-1993-0005,Z2000-0048,1995/11/16 05:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1164.008532,29371.12273,90,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
91,R24,2023,28,ZMAP-2023-0013,,2024/06/12 04:00:00+00,R24  2023,2024_0009,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2024/07/05 04:00:00+00,2236.575942,134925.1659,91,Multifamily Residential-24,"Multifamily residences at a maximum density of 24 dwelling units per acre, 28.8 dwelling units per acre with ADU. Served by public water and sewer. In areas designated for infill development.",R24
92,GI,2023,NONE,ZRTD-2021-0003,,2022/02/09 05:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3631.734204,848803.319,92,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
93,IP,2023,NONE,ZMAP-2019-0015,NO VALUE,2022/02/02 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6481.90659,859269.4202,93,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
94,PDRDP,2023,28,ZRTD-2019-0004,,2022/01/18 05:00:00+00,PDRDP 2023,2022_0001,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2406.704985,158954.5739,94,Planned Development-Research and Development Park,"Planned mixed employment park a minimum of 20 acres in size & within the Rt 28 Tax District, subject to an adopted concept development plan, which allows the mixing of research and development firms, office complexes, certain types of manufacturing and interrelated land uses.",PDRDP
95,IP,2023,NONE,ZMAP-2019-0010,NO VALUE,2021/11/16 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6605.246998,1888508.908,95,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
96,IP,2023,NONE,ZMAP-2020-0007,,2021/10/05 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7597.076423,1481934.924,96,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
97,GI,2023,NONE,ZMAP-2020-0001,,2021/10/05 04:00:00+00,GI 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2127.795611,241906.492,97,General Industry,District for industrial uses that are incompatible with residential uses due to the prevelance of outdoor storage and emissions of noise and odor. ,GI
98,IP,2023,NONE,ZMAP-2020-0010,,2021/09/08 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,4150.60837,1020659.238,98,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
99,IP,2023,NV,ZRTD-2021-0001,,2021/06/09 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2344.324975,275731.9768,99,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
100,IP,2023,28,ZRTD-2020-0007,,2021/05/12 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2585.389059,426283.5133,100,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
101,PDMUB,2023,28,ZRTD-2020-0005,,2021/04/20 04:00:00+00,PDMUB R93,2021_0010,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,15720.66988,3053013.46,101,Planned Development-Mixed Use Business,"A compact pedestrian oriented mixed use business district of regional office, light industrian, retail, service, civic and high density residential uses located in close proximity to each other. Minimum size of 25 acres per District.",PDMUB
102,PDMUB,2023,28,ZMAP-2018-0014,,2021/04/20 04:00:00+00,PDMUB R93,2021_0010,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3995.465109,572496.1332,102,Planned Development-Mixed Use Business,"A compact pedestrian oriented mixed use business district of regional office, light industrian, retail, service, civic and high density residential uses located in close proximity to each other. Minimum size of 25 acres per District.",PDMUB
103,PDH4,2023,,ZMAP-2002-0009, ,2004/07/06 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,12057.77691,7226741.546,103,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
104,PDH4,2023,,ZMAP-2003-0009, ,2004/10/19 04:00:00+00,PDH4  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,6625.160287,2012037.343,104,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
105,R1,2023,, , ,1900/01/01 05:00:00+00,R1  2023,2012_0003,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,7060.64479,2320830.23,105,Single Family Residential-1,"Low-density single family detached development with a maximum density of 1 unit per 40,000 square feet; 1.2 unit per 40,000 square feet with ADU. Served by public water and sewer. Cluster and compact cluster options.",R1
106,TR3LF,2023,NV,NO VALUE,NO VALUE,1900/01/02 05:00:00+00,TR3LF 2023,2020_0032,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1941.723139,132157.7516,106,Transitional Residential - 3 (Lower Foley),"Sub-district of TR3 with central utilities. Residential with cluster (50% open space); 1.0 dwelling unit per 3 acres, 1.2 dwelling units per 3 acres with ADU",TR3LF
107,IP,2023,28,ZMAP-1988-0005,NO VALUE,1988/07/18 04:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2024/04/24 04:00:00+00,11948.54262,2306658.161,107,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
108,IP,2023,28,ZRTD-2020-0003,NO VALUE,2021/01/19 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1529.481924,87128.3015,108,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
109,IP,2023,28,ZRTD-2020-0003,,2021/01/19 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,2741.650154,402340.4153,109,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
110,R24,2023,NV,ZMAP-2019-0020,NO VALUE,2021/01/19 05:00:00+00,R4  2023,2021_0002,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,3887.420297,817360.7953,110,Multifamily Residential-24,"Multifamily residences at a maximum density of 24 dwelling units per acre, 28.8 dwelling units per acre with ADU. Served by public water and sewer. In areas designated for infill development.",R24
111,IP,2023,28,ZRTD-2020-0006,NO VALUE,2021/01/13 05:00:00+00,IP 2023,2023_0027,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,11742.31549,1194848.583,111,Industrial Park,"District for office, light production, flex space, and warehousing uses.  Support limited first floor retail or other accessory uses that serve predominate uses.",IP
112,R8,2023,NV,ZMAP-2019-0019,NO VALUE,2020/12/15 05:00:00+00,R8  2023,2020_0032,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,5787.784359,1658014.33,112,Single Family Residential-8,"Moderate to medium density single family detached, duplex, townhouse, and single family attached development with a maximum density of 8 units per acre, 9.6 units per acre with ADU. Served by public water and sewer. Traditional and suburban design options.",R8
113,PDH4,2023,NV,ZMAP-2019-0009,NO VALUE,2020/12/15 05:00:00+00,PDH4  2023,2020_0031,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,825.3174943,40467.09974,113,Planned Development Housing-4,Mixed use residential communities including single family and multifamily housing products with supportive non-residential uses. Maximum overall residential density of 4 units per acre.,PDH4
114,R16,2023,28,ZMAP-2019-0001,NO VALUE,2020/11/17 05:00:00+00,R16  2023,2020_0030,1902/01/01 05:00:00+00,1902/01/01 05:00:00+00,2023/12/13 22:48:33+00,1439.915955,84458.38312,114,Townhouse/Multifamily Residential-16,Single family attached/detached and multifamily residences at a maximum density of 16 units per acre; 19.2 units per acre with ADU. Served by public water and sewer. In areas designated for infill development. Traditional design option.,R16
